Fecha,Producto,Precio_Unitario,Cantidad,Venta_Total
2023-02-27 16:00:00,Producto A,48.66,13,632.5799999999999
2023-02-27 17:00:00,Producto D,64.71,14,905.9399999999999
2023-02-27 18:00:00,Producto A,57.94,11,637.3399999999999
2023-02-27 19:00:00,Producto D,75.55,10,755.5
2023-02-27 20:00:00,Producto C,31.58,7,221.06
2023-02-27 21:00:00,Producto A,58.67,10,586.7
2023-02-27 22:00:00,Producto B,13.37,1,13.37
2023-02-27 23:00:00,Producto B,44.3,14,620.1999999999999
2023-02-28 00:00:00,Producto D,76.27,3,228.81
2023-02-28 01:00:00,Producto B,70.87,13,921.3100000000001
2023-02-28 02:00:00,Producto A,99.11,2,198.22
2023-02-28 03:00:00,Producto B,31.4,17,533.8
2023-02-28 04:00:00,Producto C,52.33,3,156.99
2023-02-28 05:00:00,Producto C,36.31,15,544.6500000000001
2023-02-28 06:00:00,Producto D,46.86,8,374.88
2023-02-28 07:00:00,Producto A,86.41,6,518.46
2023-02-28 08:00:00,Producto C,70.0,9,630.0
2023-02-28 09:00:00,Producto C,88.83,11,977.13
2023-02-28 10:00:00,Producto A,24.33,2,48.66
2023-02-28 11:00:00,Producto B,87.97,9,791.73
2023-02-28 12:00:00,Producto B,10.68,18,192.24
2023-02-28 13:00:00,Producto D,89.42,19,1698.98
2023-02-28 14:00:00,Producto B,36.26,18,652.68
2023-02-28 15:00:00,Producto A,34.89,5,174.45
2023-02-28 16:00:00,Producto C,53.65,18,965.6999999999999
2023-02-28 17:00:00,Producto B,94.37,12,1132.44
2023-02-28 18:00:00,Producto D,9.54,4,38.16
2023-02-28 19:00:00,Producto B,38.46,15,576.9
2023-02-28 20:00:00,Producto A,86.37,11,950.07
2023-02-28 21:00:00,Producto D,42.63,19,809.97
2023-02-28 22:00:00,Producto B,23.92,5,119.60000000000001
2023-02-28 23:00:00,Producto D,45.36,6,272.15999999999997
2023-03-01 00:00:00,Producto A,41.63,13,541.19
2023-03-01 01:00:00,Producto C,91.96,10,919.5999999999999
2023-03-01 02:00:00,Producto A,77.38,14,1083.32
2023-03-01 03:00:00,Producto A,52.99,4,211.96
2023-03-01 04:00:00,Producto A,98.9,12,1186.8000000000002
2023-03-01 05:00:00,Producto A,49.2,15,738.0
2023-03-01 06:00:00,Producto C,10.53,10,105.3
2023-03-01 07:00:00,Producto C,29.92,11,329.12
2023-03-01 08:00:00,Producto D,46.43,9,417.87
2023-03-01 09:00:00,Producto B,19.91,11,219.01
2023-03-01 10:00:00,Producto C,95.02,2,190.04
2023-03-01 11:00:00,Producto C,77.85,13,1012.05
2023-03-01 12:00:00,Producto B,30.49,8,243.92
2023-03-01 13:00:00,Producto C,61.13,8,489.04
2023-03-01 14:00:00,Producto A,73.54,1,73.54
2023-03-01 15:00:00,Producto A,94.42,6,566.52
2023-03-01 16:00:00,Producto B,88.76,13,1153.88
2023-03-01 17:00:00,Producto D,53.94,9,485.46
2023-03-01 18:00:00,Producto D,78.59,6,471.54
2023-03-01 19:00:00,Producto B,58.4,15,876.0
2023-03-01 20:00:00,Producto B,57.51,16,920.16
2023-03-01 21:00:00,Producto A,15.9,4,63.6
2023-03-01 22:00:00,Producto D,16.98,17,288.66
2023-03-01 23:00:00,Producto C,55.31,9,497.79
2023-03-02 00:00:00,Producto A,30.54,12,366.48
2023-03-02 01:00:00,Producto B,7.0,19,133.0
2023-03-02 02:00:00,Producto D,73.67,12,884.04
2023-03-02 03:00:00,Producto C,8.09,6,48.54
2023-03-02 04:00:00,Producto C,61.55,12,738.5999999999999
2023-03-02 05:00:00,Producto A,56.22,9,505.98
2023-03-02 06:00:00,Producto D,97.04,5,485.20000000000005
2023-03-02 07:00:00,Producto D,51.0,3,153.0
2023-03-02 08:00:00,Producto B,11.04,2,22.08
2023-03-02 09:00:00,Producto D,57.41,8,459.28
2023-03-02 10:00:00,Producto D,84.9,10,849.0
2023-03-02 11:00:00,Producto A,99.7,15,1495.5
2023-03-02 12:00:00,Producto D,45.88,9,412.92
2023-03-02 13:00:00,Producto C,35.43,10,354.3
2023-03-02 14:00:00,Producto A,91.13,11,1002.43
2023-03-02 15:00:00,Producto A,23.17,9,208.53000000000003
2023-03-02 16:00:00,Producto B,63.47,14,888.5799999999999
2023-03-02 17:00:00,Producto D,43.54,5,217.7
2023-03-02 18:00:00,Producto B,8.9,9,80.10000000000001
2023-03-02 19:00:00,Producto C,37.99,4,151.96
2023-03-02 20:00:00,Producto A,30.2,2,60.4
2023-03-02 21:00:00,Producto A,70.18,19,1333.42
2023-03-02 22:00:00,Producto A,95.14,1,95.14
2023-03-02 23:00:00,Producto C,30.46,1,30.46
2023-03-03 00:00:00,Producto C,82.09,12,985.08
2023-03-03 01:00:00,Producto B,10.26,11,112.86
2023-03-03 02:00:00,Producto B,56.12,1,56.12
2023-03-03 03:00:00,Producto B,11.7,14,163.79999999999998
2023-03-03 04:00:00,Producto D,93.73,11,1031.03
2023-03-03 05:00:00,Producto A,77.8,7,544.6
2023-03-03 06:00:00,Producto A,67.51,2,135.02
2023-03-03 07:00:00,Producto B,83.27,15,1249.05
2023-03-03 08:00:00,Producto A,66.51,8,532.08
2023-03-03 09:00:00,Producto B,97.05,15,1455.75
2023-03-03 10:00:00,Producto D,72.83,8,582.64
2023-03-03 11:00:00,Producto D,92.84,10,928.4000000000001
2023-03-03 12:00:00,Producto C,54.13,19,1028.47
2023-03-03 13:00:00,Producto D,16.12,3,48.36
2023-03-03 14:00:00,Producto B,55.18,14,772.52
2023-03-03 15:00:00,Producto D,17.05,9,153.45000000000002
2023-03-03 16:00:00,Producto C,61.29,9,551.61
2023-03-03 17:00:00,Producto A,50.84,6,305.04
2023-03-03 18:00:00,Producto B,64.14,8,513.12
2023-03-03 19:00:00,Producto A,5.95,11,65.45
2023-03-03 20:00:00,Producto C,23.51,8,188.08
2023-03-03 21:00:00,Producto C,51.68,12,620.16
2023-03-03 22:00:00,Producto C,95.3,10,953.0
2023-03-03 23:00:00,Producto A,41.44,4,165.76
2023-03-04 00:00:00,Producto A,45.32,16,725.12
2023-03-04 01:00:00,Producto A,72.9,6,437.40000000000003
2023-03-04 02:00:00,Producto A,62.36,9,561.24
2023-03-04 03:00:00,Producto C,33.4,5,167.0
2023-03-04 04:00:00,Producto C,44.03,6,264.18
2023-03-04 05:00:00,Producto B,25.68,17,436.56
2023-03-04 06:00:00,Producto B,96.77,17,1645.09
2023-03-04 07:00:00,Producto A,17.41,13,226.33
2023-03-04 08:00:00,Producto D,40.32,17,685.44
2023-03-04 09:00:00,Producto D,7.45,14,104.3
2023-03-04 10:00:00,Producto C,26.07,2,52.14
2023-03-04 11:00:00,Producto C,79.14,19,1503.66
2023-03-04 12:00:00,Producto C,24.11,3,72.33
2023-03-04 13:00:00,Producto B,12.61,2,25.22
2023-03-04 14:00:00,Producto B,50.07,2,100.14
2023-03-04 15:00:00,Producto C,5.95,7,41.65
2023-03-04 16:00:00,Producto C,13.05,4,52.2
2023-03-04 17:00:00,Producto C,81.72,17,1389.24
2023-03-04 18:00:00,Producto D,78.29,6,469.74
2023-03-04 19:00:00,Producto B,91.94,7,643.5799999999999
2023-03-04 20:00:00,Producto D,86.18,6,517.08
2023-03-04 21:00:00,Producto D,69.9,9,629.1
2023-03-04 22:00:00,Producto C,9.97,4,39.88
2023-03-04 23:00:00,Producto C,79.37,5,396.85
2023-03-05 00:00:00,Producto A,85.32,19,1621.08
2023-03-05 01:00:00,Producto A,80.91,10,809.0999999999999
2023-03-05 02:00:00,Producto D,53.31,18,959.58
2023-03-05 03:00:00,Producto B,27.13,15,406.95
2023-03-05 04:00:00,Producto C,85.31,1,85.31
2023-03-05 05:00:00,Producto C,74.08,5,370.4
2023-03-05 06:00:00,Producto D,98.17,5,490.85
2023-03-05 07:00:00,Producto A,19.79,8,158.32
2023-03-05 08:00:00,Producto B,26.44,15,396.6
2023-03-05 09:00:00,Producto A,25.12,17,427.04
2023-03-05 10:00:00,Producto A,80.29,19,1525.5100000000002
2023-03-05 11:00:00,Producto A,22.76,13,295.88
2023-03-05 12:00:00,Producto A,11.33,10,113.3
2023-03-05 13:00:00,Producto C,99.86,17,1697.62
2023-03-05 14:00:00,Producto C,7.36,5,36.800000000000004
2023-03-05 15:00:00,Producto A,84.35,18,1518.3
2023-03-05 16:00:00,Producto B,39.71,17,675.07
2023-03-05 17:00:00,Producto D,84.95,4,339.8
2023-03-05 18:00:00,Producto B,57.69,7,403.83
2023-03-05 19:00:00,Producto B,90.65,5,453.25
2023-03-05 20:00:00,Producto B,92.99,8,743.92
2023-03-05 21:00:00,Producto A,5.86,8,46.88
2023-03-05 22:00:00,Producto C,12.16,11,133.76
2023-03-05 23:00:00,Producto B,28.78,9,259.02
2023-03-06 00:00:00,Producto A,68.58,19,1303.02
2023-03-06 01:00:00,Producto B,89.39,19,1698.41
2023-03-06 02:00:00,Producto B,48.69,9,438.21
2023-03-06 03:00:00,Producto A,62.66,17,1065.22
2023-03-06 04:00:00,Producto C,22.91,16,366.56
2023-03-06 05:00:00,Producto C,81.47,7,570.29
2023-03-06 06:00:00,Producto D,96.9,3,290.70000000000005
2023-03-06 07:00:00,Producto A,30.52,19,579.88
2023-03-06 08:00:00,Producto D,52.01,8,416.08
2023-03-06 09:00:00,Producto D,13.18,5,65.9
2023-03-06 10:00:00,Producto D,58.12,6,348.71999999999997
2023-03-06 11:00:00,Producto C,52.76,2,105.52
2023-03-06 12:00:00,Producto A,18.72,19,355.67999999999995
2023-03-06 13:00:00,Producto D,47.0,13,611.0
2023-03-06 14:00:00,Producto A,36.74,6,220.44
2023-03-06 15:00:00,Producto A,54.57,6,327.42
2023-03-06 16:00:00,Producto C,60.64,2,121.28
2023-03-06 17:00:00,Producto D,5.81,5,29.049999999999997
2023-03-06 18:00:00,Producto D,77.3,11,850.3
2023-03-06 19:00:00,Producto A,72.74,11,800.14
2023-03-06 20:00:00,Producto B,39.8,14,557.1999999999999
2023-03-06 21:00:00,Producto C,10.03,13,130.39
2023-03-06 22:00:00,Producto C,76.72,8,613.76
2023-03-06 23:00:00,Producto C,95.74,15,1436.1
2023-03-07 00:00:00,Producto C,27.81,12,333.71999999999997
2023-03-07 01:00:00,Producto D,35.73,3,107.19
2023-03-07 02:00:00,Producto D,22.46,5,112.30000000000001
2023-03-07 03:00:00,Producto B,59.81,6,358.86
2023-03-07 04:00:00,Producto C,19.71,2,39.42
2023-03-07 05:00:00,Producto C,38.84,8,310.72
2023-03-07 06:00:00,Producto A,71.22,5,356.1
2023-03-07 07:00:00,Producto D,58.21,17,989.57
2023-03-07 08:00:00,Producto C,41.71,2,83.42
2023-03-07 09:00:00,Producto B,44.92,11,494.12
2023-03-07 10:00:00,Producto B,58.4,4,233.6
2023-03-07 11:00:00,Producto D,5.56,11,61.16
2023-03-07 12:00:00,Producto B,12.46,9,112.14000000000001
2023-03-07 13:00:00,Producto B,88.72,6,532.3199999999999
2023-03-07 14:00:00,Producto D,12.4,2,24.8
2023-03-07 15:00:00,Producto C,72.15,15,1082.25
2023-03-07 16:00:00,Producto C,92.4,5,462.0
2023-03-07 17:00:00,Producto B,30.71,12,368.52
2023-03-07 18:00:00,Producto B,40.2,13,522.6
2023-03-07 19:00:00,Producto C,59.05,17,1003.8499999999999
2023-03-07 20:00:00,Producto D,88.76,4,355.04
2023-03-07 21:00:00,Producto B,94.48,10,944.8000000000001
2023-03-07 22:00:00,Producto A,75.26,1,75.26
2023-03-07 23:00:00,Producto D,13.23,11,145.53
2023-03-08 00:00:00,Producto B,68.57,16,1097.12
2023-03-08 01:00:00,Producto B,43.98,11,483.78
2023-03-08 02:00:00,Producto A,49.72,9,447.48
2023-03-08 03:00:00,Producto A,9.67,2,19.34
2023-03-08 04:00:00,Producto C,23.15,7,162.04999999999998
2023-03-08 05:00:00,Producto D,80.1,19,1521.8999999999999
2023-03-08 06:00:00,Producto D,48.13,18,866.34
2023-03-08 07:00:00,Producto C,33.66,7,235.61999999999998
2023-03-08 08:00:00,Producto D,41.48,9,373.32
2023-03-08 09:00:00,Producto D,86.17,12,1034.04
2023-03-08 10:00:00,Producto D,76.15,3,228.45000000000002
2023-03-08 11:00:00,Producto D,30.87,16,493.92
2023-03-08 12:00:00,Producto D,16.16,7,113.12
2023-03-08 13:00:00,Producto A,28.94,5,144.70000000000002
2023-03-08 14:00:00,Producto D,92.47,7,647.29
2023-03-08 15:00:00,Producto A,60.25,19,1144.75
2023-03-08 16:00:00,Producto D,55.68,17,946.56
2023-03-08 17:00:00,Producto C,61.66,16,986.56
2023-03-08 18:00:00,Producto B,39.77,19,755.6300000000001
2023-03-08 19:00:00,Producto A,81.68,18,1470.2400000000002
2023-03-08 20:00:00,Producto D,54.71,19,1039.49
2023-03-08 21:00:00,Producto C,16.09,4,64.36
2023-03-08 22:00:00,Producto B,17.26,1,17.26
2023-03-08 23:00:00,Producto A,56.0,4,224.0
2023-03-09 00:00:00,Producto B,93.97,4,375.88
2023-03-09 01:00:00,Producto C,34.29,9,308.61
2023-03-09 02:00:00,Producto A,87.61,8,700.88
2023-03-09 03:00:00,Producto B,77.59,2,155.18
2023-03-09 04:00:00,Producto D,28.54,6,171.24
2023-03-09 05:00:00,Producto A,8.45,11,92.94999999999999
2023-03-09 06:00:00,Producto B,14.68,4,58.72
2023-03-09 07:00:00,Producto C,74.21,14,1038.9399999999998
2023-03-09 08:00:00,Producto C,23.97,9,215.73
2023-03-09 09:00:00,Producto A,40.27,2,80.54
2023-03-09 10:00:00,Producto B,52.66,1,52.66
2023-03-09 11:00:00,Producto A,73.92,4,295.68
2023-03-09 12:00:00,Producto A,15.76,12,189.12
2023-03-09 13:00:00,Producto B,43.6,5,218.0
2023-03-09 14:00:00,Producto B,51.08,9,459.71999999999997
2023-03-09 15:00:00,Producto D,56.38,4,225.52
2023-03-09 16:00:00,Producto B,82.74,16,1323.84
2023-03-09 17:00:00,Producto C,21.31,2,42.62
2023-03-09 18:00:00,Producto A,81.74,16,1307.84
2023-03-09 19:00:00,Producto A,70.82,16,1133.12
2023-03-09 20:00:00,Producto C,57.81,11,635.9100000000001
2023-03-09 21:00:00,Producto B,71.46,1,71.46
2023-03-09 22:00:00,Producto C,44.14,15,662.1
2023-03-09 23:00:00,Producto C,18.15,4,72.6
2023-03-10 00:00:00,Producto D,68.25,18,1228.5
2023-03-10 01:00:00,Producto C,54.84,17,932.2800000000001
2023-03-10 02:00:00,Producto A,65.74,7,460.17999999999995
2023-03-10 03:00:00,Producto C,37.11,18,667.98
2023-03-10 04:00:00,Producto A,91.15,13,1184.95
2023-03-10 05:00:00,Producto A,60.8,10,608.0
2023-03-10 06:00:00,Producto A,13.11,1,13.11
2023-03-10 07:00:00,Producto B,47.73,2,95.46
2023-03-10 08:00:00,Producto D,76.85,17,1306.4499999999998
2023-03-10 09:00:00,Producto A,80.44,3,241.32
2023-03-10 10:00:00,Producto A,51.99,17,883.83
2023-03-10 11:00:00,Producto B,90.0,12,1080.0
2023-03-10 12:00:00,Producto A,30.43,12,365.15999999999997
2023-03-10 13:00:00,Producto C,44.01,10,440.09999999999997
2023-03-10 14:00:00,Producto C,90.37,7,632.59
2023-03-10 15:00:00,Producto D,90.14,10,901.4
2023-03-10 16:00:00,Producto A,70.14,18,1262.52
2023-03-10 17:00:00,Producto B,86.6,6,519.5999999999999
2023-03-10 18:00:00,Producto C,13.43,7,94.00999999999999
2023-03-10 19:00:00,Producto B,87.17,17,1481.89
2023-03-10 20:00:00,Producto B,35.46,12,425.52
2023-03-10 21:00:00,Producto C,21.94,17,372.98
2023-03-10 22:00:00,Producto B,27.74,18,499.32
2023-03-10 23:00:00,Producto C,44.71,14,625.94
2023-03-11 00:00:00,Producto B,28.86,11,317.46
2023-03-11 01:00:00,Producto C,35.45,2,70.9
2023-03-11 02:00:00,Producto A,17.82,1,17.82
2023-03-11 03:00:00,Producto D,33.14,11,364.54
2023-03-11 04:00:00,Producto C,59.37,2,118.74
2023-03-11 05:00:00,Producto C,46.98,16,751.68
2023-03-11 06:00:00,Producto D,37.94,3,113.82
2023-03-11 07:00:00,Producto C,75.91,1,75.91
2023-03-11 08:00:00,Producto C,89.88,8,719.04
2023-03-11 09:00:00,Producto B,76.89,19,1460.91
2023-03-11 10:00:00,Producto D,36.54,1,36.54
2023-03-11 11:00:00,Producto A,75.72,5,378.6
2023-03-11 12:00:00,Producto C,19.44,1,19.44
2023-03-11 13:00:00,Producto D,17.38,11,191.17999999999998
2023-03-11 14:00:00,Producto B,37.83,9,340.46999999999997
2023-03-11 15:00:00,Producto A,81.73,5,408.65000000000003
2023-03-11 16:00:00,Producto D,28.4,2,56.8
2023-03-11 17:00:00,Producto A,11.01,13,143.13
2023-03-11 18:00:00,Producto A,17.51,18,315.18
2023-03-11 19:00:00,Producto A,86.58,12,1038.96
2023-03-11 20:00:00,Producto C,65.21,14,912.9399999999999
2023-03-11 21:00:00,Producto C,29.05,5,145.25
2023-03-11 22:00:00,Producto B,57.75,10,577.5
2023-03-11 23:00:00,Producto B,55.12,2,110.24
2023-03-12 00:00:00,Producto D,67.27,4,269.08
2023-03-12 01:00:00,Producto B,27.15,12,325.79999999999995
2023-03-12 02:00:00,Producto A,87.12,11,958.32
2023-03-12 03:00:00,Producto A,34.39,4,137.56
2023-03-12 04:00:00,Producto C,70.94,11,780.3399999999999
2023-03-12 05:00:00,Producto A,6.53,9,58.77
2023-03-12 06:00:00,Producto D,40.4,10,404.0
2023-03-12 07:00:00,Producto A,38.41,6,230.45999999999998
2023-03-12 08:00:00,Producto A,56.63,15,849.45
2023-03-12 09:00:00,Producto D,11.91,10,119.1
2023-03-12 10:00:00,Producto B,80.06,6,480.36
2023-03-12 11:00:00,Producto B,25.69,1,25.69
2023-03-12 12:00:00,Producto D,69.32,4,277.28
2023-03-12 13:00:00,Producto C,81.31,14,1138.3400000000001
2023-03-12 14:00:00,Producto A,58.38,8,467.04
2023-03-12 15:00:00,Producto D,75.38,11,829.18
2023-03-12 16:00:00,Producto A,67.88,15,1018.1999999999999
2023-03-12 17:00:00,Producto C,38.78,19,736.82
2023-03-12 18:00:00,Producto A,81.84,8,654.72
2023-03-12 19:00:00,Producto D,33.0,13,429.0
2023-03-12 20:00:00,Producto A,59.27,18,1066.8600000000001
2023-03-12 21:00:00,Producto B,75.81,17,1288.77
2023-03-12 22:00:00,Producto C,41.0,6,246.0
2023-03-12 23:00:00,Producto C,33.76,15,506.4
2023-03-13 00:00:00,Producto C,48.64,13,632.32
2023-03-13 01:00:00,Producto D,82.71,18,1488.78
2023-03-13 02:00:00,Producto C,93.34,11,1026.74
2023-03-13 03:00:00,Producto B,56.78,13,738.14
2023-03-13 04:00:00,Producto D,67.84,1,67.84
2023-03-13 05:00:00,Producto B,90.81,18,1634.58
2023-03-13 06:00:00,Producto A,14.36,5,71.8
2023-03-13 07:00:00,Producto A,27.05,6,162.3
2023-03-13 08:00:00,Producto A,72.35,1,72.35
2023-03-13 09:00:00,Producto A,83.26,7,582.82
2023-03-13 10:00:00,Producto B,86.42,4,345.68
2023-03-13 11:00:00,Producto D,44.44,9,399.96
2023-03-13 12:00:00,Producto D,13.49,15,202.35
2023-03-13 13:00:00,Producto C,46.59,6,279.54
2023-03-13 14:00:00,Producto B,26.92,17,457.64000000000004
2023-03-13 15:00:00,Producto A,32.66,18,587.8799999999999
2023-03-13 16:00:00,Producto B,78.37,4,313.48
2023-03-13 17:00:00,Producto C,12.18,9,109.62
2023-03-13 18:00:00,Producto C,83.62,14,1170.68
2023-03-13 19:00:00,Producto B,45.63,3,136.89000000000001
2023-03-13 20:00:00,Producto B,61.63,1,61.63
2023-03-13 21:00:00,Producto B,13.52,11,148.72
2023-03-13 22:00:00,Producto D,37.05,1,37.05
2023-03-13 23:00:00,Producto A,13.52,12,162.24
2023-03-14 00:00:00,Producto B,96.35,9,867.15
2023-03-14 01:00:00,Producto B,81.69,5,408.45
2023-03-14 02:00:00,Producto B,48.67,15,730.0500000000001
2023-03-14 03:00:00,Producto C,26.24,18,472.32
2023-03-14 04:00:00,Producto C,93.68,9,843.1200000000001
2023-03-14 05:00:00,Producto D,37.74,13,490.62
2023-03-14 06:00:00,Producto A,20.29,13,263.77
2023-03-14 07:00:00,Producto D,58.5,13,760.5
2023-03-14 08:00:00,Producto A,94.66,10,946.5999999999999
2023-03-14 09:00:00,Producto C,5.36,10,53.6
2023-03-14 10:00:00,Producto C,27.62,7,193.34
2023-03-14 11:00:00,Producto C,94.15,5,470.75
2023-03-14 12:00:00,Producto D,21.25,7,148.75
2023-03-14 13:00:00,Producto B,15.76,10,157.6
2023-03-14 14:00:00,Producto B,59.17,10,591.7
2023-03-14 15:00:00,Producto C,86.88,13,1129.44
2023-03-14 16:00:00,Producto B,50.33,15,754.9499999999999
2023-03-14 17:00:00,Producto B,99.48,6,596.88
2023-03-14 18:00:00,Producto D,69.52,12,834.24
2023-03-14 19:00:00,Producto A,12.04,19,228.76
2023-03-14 20:00:00,Producto C,99.32,11,1092.52
2023-03-14 21:00:00,Producto C,43.75,6,262.5
2023-03-14 22:00:00,Producto D,32.3,1,32.3
2023-03-14 23:00:00,Producto D,58.0,2,116.0
2023-03-15 00:00:00,Producto B,33.91,15,508.65
2023-03-15 01:00:00,Producto C,13.21,4,52.84
2023-03-15 02:00:00,Producto A,5.14,5,25.7
2023-03-15 03:00:00,Producto D,47.71,15,715.65
2023-03-15 04:00:00,Producto A,84.5,11,929.5
2023-03-15 05:00:00,Producto A,59.37,10,593.6999999999999
2023-03-15 06:00:00,Producto C,99.92,17,1698.64
2023-03-15 07:00:00,Producto C,32.25,2,64.5
2023-03-15 08:00:00,Producto D,31.64,10,316.4
2023-03-15 09:00:00,Producto C,20.18,3,60.54
2023-03-15 10:00:00,Producto C,20.59,19,391.21
2023-03-15 11:00:00,Producto C,32.09,5,160.45000000000002
2023-03-15 12:00:00,Producto A,80.32,3,240.95999999999998
2023-03-15 13:00:00,Producto D,91.05,8,728.4
2023-03-15 14:00:00,Producto B,97.63,5,488.15
2023-03-15 15:00:00,Producto A,27.07,12,324.84000000000003
2023-03-15 16:00:00,Producto C,88.72,14,1242.08
2023-03-15 17:00:00,Producto A,36.18,7,253.26
2023-03-15 18:00:00,Producto C,15.72,11,172.92000000000002
2023-03-15 19:00:00,Producto C,87.65,8,701.2
2023-03-15 20:00:00,Producto A,65.43,5,327.15000000000003
2023-03-15 21:00:00,Producto D,20.65,8,165.2
2023-03-15 22:00:00,Producto C,45.83,12,549.96
2023-03-15 23:00:00,Producto D,32.29,15,484.34999999999997
2023-03-16 00:00:00,Producto B,75.0,19,1425.0
2023-03-16 01:00:00,Producto C,48.07,16,769.12
2023-03-16 02:00:00,Producto D,98.98,14,1385.72
2023-03-16 03:00:00,Producto D,10.2,7,71.39999999999999
2023-03-16 04:00:00,Producto B,38.73,8,309.84
2023-03-16 05:00:00,Producto D,50.78,7,355.46000000000004
2023-03-16 06:00:00,Producto D,52.8,18,950.4
2023-03-16 07:00:00,Producto B,35.01,6,210.06
2023-03-16 08:00:00,Producto C,74.28,19,1411.32
2023-03-16 09:00:00,Producto D,88.1,4,352.4
2023-03-16 10:00:00,Producto D,94.18,3,282.54
2023-03-16 11:00:00,Producto D,81.48,17,1385.16
2023-03-16 12:00:00,Producto A,85.81,19,1630.39
2023-03-16 13:00:00,Producto B,57.3,15,859.5
2023-03-16 14:00:00,Producto A,83.46,6,500.76
2023-03-16 15:00:00,Producto B,33.83,12,405.96
2023-03-16 16:00:00,Producto C,42.86,19,814.34
2023-03-16 17:00:00,Producto C,35.11,6,210.66
2023-03-16 18:00:00,Producto D,49.4,11,543.4
2023-03-16 19:00:00,Producto B,32.13,10,321.3
2023-03-16 20:00:00,Producto C,96.35,16,1541.6
2023-03-16 21:00:00,Producto B,34.72,18,624.96
2023-03-16 22:00:00,Producto C,14.31,14,200.34
2023-03-16 23:00:00,Producto A,55.05,4,220.2
2023-03-17 00:00:00,Producto C,10.42,12,125.03999999999999
2023-03-17 01:00:00,Producto A,15.5,8,124.0
2023-03-17 02:00:00,Producto C,25.84,7,180.88
2023-03-17 03:00:00,Producto D,49.11,9,441.99
2023-03-17 04:00:00,Producto A,46.16,17,784.7199999999999
2023-03-17 05:00:00,Producto C,80.97,10,809.7
2023-03-17 06:00:00,Producto D,75.25,3,225.75
2023-03-17 07:00:00,Producto A,45.5,8,364.0
2023-03-17 08:00:00,Producto D,36.7,14,513.8000000000001
2023-03-17 09:00:00,Producto B,35.06,7,245.42000000000002
2023-03-17 10:00:00,Producto B,78.53,16,1256.48
2023-03-17 11:00:00,Producto A,9.95,18,179.1
2023-03-17 12:00:00,Producto C,6.22,11,68.42
2023-03-17 13:00:00,Producto A,80.58,6,483.48
2023-03-17 14:00:00,Producto D,50.33,14,704.62
2023-03-17 15:00:00,Producto C,17.43,13,226.59
2023-03-17 16:00:00,Producto B,27.38,4,109.52
2023-03-17 17:00:00,Producto C,93.59,11,1029.49
2023-03-17 18:00:00,Producto B,86.65,18,1559.7
2023-03-17 19:00:00,Producto C,72.43,1,72.43
2023-03-17 20:00:00,Producto C,50.81,12,609.72
2023-03-17 21:00:00,Producto C,54.43,18,979.74
2023-03-17 22:00:00,Producto D,97.65,7,683.5500000000001
2023-03-17 23:00:00,Producto D,96.75,12,1161.0
2023-03-18 00:00:00,Producto A,25.45,1,25.45
2023-03-18 01:00:00,Producto A,82.05,4,328.2
2023-03-18 02:00:00,Producto B,23.74,18,427.32
2023-03-18 03:00:00,Producto D,25.29,15,379.34999999999997
2023-03-18 04:00:00,Producto B,69.23,3,207.69
2023-03-18 05:00:00,Producto A,43.48,7,304.35999999999996
2023-03-18 06:00:00,Producto B,93.5,6,561.0
2023-03-18 07:00:00,Producto A,13.46,15,201.9
2023-03-18 08:00:00,Producto D,53.59,15,803.85
2023-03-18 09:00:00,Producto C,92.26,6,553.5600000000001
2023-03-18 10:00:00,Producto D,90.89,8,727.12
2023-03-18 11:00:00,Producto B,19.87,8,158.96
2023-03-18 12:00:00,Producto B,39.83,1,39.83
2023-03-18 13:00:00,Producto D,63.82,13,829.66
2023-03-18 14:00:00,Producto D,20.14,13,261.82
2023-03-18 15:00:00,Producto A,96.96,11,1066.56
2023-03-18 16:00:00,Producto B,91.9,4,367.6
2023-03-18 17:00:00,Producto B,20.86,7,146.01999999999998
2023-03-18 18:00:00,Producto D,16.51,12,198.12
2023-03-18 19:00:00,Producto C,13.11,13,170.43
2023-03-18 20:00:00,Producto B,91.4,12,1096.8000000000002
2023-03-18 21:00:00,Producto C,23.39,16,374.24
2023-03-18 22:00:00,Producto D,44.55,6,267.29999999999995
2023-03-18 23:00:00,Producto D,47.64,14,666.96
2023-03-19 00:00:00,Producto A,61.91,19,1176.29
2023-03-19 01:00:00,Producto B,11.81,16,188.96
2023-03-19 02:00:00,Producto C,26.54,4,106.16
2023-03-19 03:00:00,Producto A,93.49,5,467.45
2023-03-19 04:00:00,Producto B,91.3,9,821.6999999999999
2023-03-19 05:00:00,Producto A,79.22,3,237.66
2023-03-19 06:00:00,Producto D,6.84,10,68.4
2023-03-19 07:00:00,Producto B,36.07,17,613.19
2023-03-19 08:00:00,Producto A,64.66,19,1228.54
2023-03-19 09:00:00,Producto A,31.14,10,311.4
2023-03-19 10:00:00,Producto C,91.41,12,1096.92
2023-03-19 11:00:00,Producto A,65.22,7,456.53999999999996
2023-03-19 12:00:00,Producto B,11.83,18,212.94
2023-03-19 13:00:00,Producto B,91.36,19,1735.84
2023-03-19 14:00:00,Producto C,95.99,15,1439.85
2023-03-19 15:00:00,Producto B,12.38,7,86.66000000000001
2023-03-19 16:00:00,Producto D,55.57,12,666.84
2023-03-19 17:00:00,Producto B,33.82,7,236.74
2023-03-19 18:00:00,Producto B,42.32,10,423.2
